year,date,siteID,blockID,plotID,treatment,starttime,stoptime,time,PAR,soiltemp,vegHeight,nee,gpp,rsqd,chamber,removal,weather,flag,comment,turfID,soilmoisture,recorder,tempK,starttime_Reco,stoptime_Reco,time_Reco,PAR_Reco,soiltemp_Reco,vegHeight_Reco,Reco,rsqd_Reco,chamber_Reco,removal_Reco,weather_Reco,flag_Reco,comment_Reco,turfID_Reco,soilmoisture_Reco,recorder_Reco,tempK_Reco,delta
2016,2016-07-05,Arhelleren,Arh3,Arh3RTC,RTC,2016-07-05T11:24:20Z,2016-07-05T11:25:30Z,70,440.45933333333335,15.2,8,-1.9735201330112,-7.770782267092063,0.9862403978396732,1,post,NA,,NA,NA,NA,NA,291.00149999999996,2016-07-05T11:27:05Z,2016-07-05T11:28:10Z,65,2.0394,15.2,8,5.797262134080863,0.997862756771789,1,post,NA,,NA,NA,NA,NA,291.25199999999995,165
2016,2016-07-05,Arhelleren,Arh3,Arh3RTC,RTC,2016-07-05T12:38:10Z,2016-07-05T12:39:20Z,70,1688.0533333333333,15.2,8,-1.0266690359829167,-6.859088603767939,0.915472060076419,1,post,NA,,NA,NA,NA,NA,298.505,2016-07-05T12:40:25Z,2016-07-05T12:41:55Z,90,5.827721052631579,15.2,8,5.8324195677850215,0.9875380361612665,1,post,NA,,NA,NA,NA,NA,298.755,135
2016,2016-07-22,Arhelleren,Arh3,Arh3RTC,RTC,2016-07-22T07:50:05Z,2016-07-22T07:51:45Z,100,454.7747619047619,16.3,11,-1.618234025971269,-7.492603453222681,0.9567967685002033,1,post,NA,NA,NA,NA,NA,NA,297.756,2016-07-22T07:53:05Z,2016-07-22T07:54:40Z,95,1.21278,16.3,8,5.874369427251412,0.9943042778829045,1,post,NA,NA,NA,NA,NA,NA,297.5055,180
2016,2016-07-05,Arhelleren,Arh3,Arh3RTC,RTC,2016-07-05T11:35:30Z,2016-07-05T11:37:10Z,100,565.9634653465347,15.2,8,7.234142268477406,-5.682966855163313,0.9832504744685275,2,post,NA,NA,NA,NA,NA,NA,290.50699999999995,2016-07-05T11:39:00Z,2016-07-05T11:40:50Z,110,2.032162162162162,15.2,8,12.917109123640719,0.9884042274939714,2,post,NA,NA,NA,NA,NA,NA,290.50699999999995,210
2016,2016-07-05,Arhelleren,Arh3,Arh3RTC,RTC,2016-07-05T12:51:25Z,2016-07-05T12:53:15Z,110,450.86657657657656,14.9,8,8.301727536462305,-5.871880994515903,0.9896840853257933,2,post,NA,NA,NA,NA,NA,NA,292.736,2016-07-05T12:55:20Z,2016-07-05T12:57:00Z,100,2.574158415841584,14.9,8,14.173608530978209,0.9919770174626685,2,post,NA,NA,NA,NA,NA,NA,292.736,235
2016,2016-06-16,Arhelleren,Arh3,Arh3XC,XC,2016-06-16T08:45:05Z,2016-06-16T08:46:35Z,90,599.3642105263158,16,10,-1.1494564093471888,-8.041775996339345,0.8741702107626828,1,post,NA,,NA,NA,NA,NA,298.013,2016-06-16T08:47:55Z,2016-06-16T08:49:05Z,70,2.2560266666666666,16,10,6.892319586992156,0.9615731865632839,1,post,NA,,NA,NA,NA,NA,297.013,170
2016,2016-07-05,Arhelleren,Arh3,Arh3XC,XC,2016-07-05T08:20:25Z,2016-07-05T08:21:55Z,85,513.2922222222222,12.1,11,-1.4488799820991818,-8.863018092675553,0.9863479316047781,1,post,NA,,NA,NA,NA,NA,289.2025,2016-07-05T08:24:10Z,2016-07-05T08:25:45Z,95,2.118135,12.1,11,7.414138110576371,0.9953433229596118,1,post,NA,,NA,NA,NA,NA,290.15099999999995,225
2016,2016-07-05,Arhelleren,Arh3,Arh3XC,XC,2016-07-05T11:02:25Z,2016-07-05T11:03:45Z,80,300.83529411764704,13.8,11,4.226822939307411,-3.1485336884870296,0.9760087296784592,1,post,NA,,NA,NA,NA,NA,290.751,2016-07-05T11:05:40Z,2016-07-05T11:07:10Z,90,1.0674,13.8,11,7.3753566277944405,0.9872686314108652,1,post,NA,,NA,NA,NA,NA,290.15099999999995,195
2016,2016-07-22,Arhelleren,Arh3,Arh3XC,XC,2016-07-22T08:02:05Z,2016-07-22T08:03:35Z,90,278.2805263157895,16.8,11,6.877887548127727,-2.645750791482601,0.9972940639824688,1,post,NA,NA,NA,NA,NA,NA,296.755,2016-07-22T08:05:05Z,2016-07-22T08:06:30Z,85,0.8461177777777777,16.8,11,9.523638339610327,0.9890424084228404,1,post,NA,NA,NA,NA,NA,NA,296.255,180
2016,2016-07-05,Arhelleren,Arh3,Arh3XC,XC,2016-07-05T11:21:40Z,2016-07-05T11:22:40Z,60,400.11606557377047,13.8,11,-0.30273106797639926,-7.277322207199186,0.1306510245514046,2,post,NA,NA,NA,NA,NA,NA,290.00649999999996,2016-07-05T11:23:55Z,2016-07-05T11:25:45Z,110,1.5324324324324323,13.8,11,6.974591139222786,0.9839992739859699,2,post,NA,NA,NA,NA,NA,NA,290.25699999999995,135
2016,2016-07-05,Arhelleren,Arh3,Arh3XC,XC,2016-07-05T13:11:20Z,2016-07-05T13:13:00Z,100,393.9273267326733,15.2,11,2.3302925000388033,-6.105335965760094,0.9549460942042453,2,post,NA,NA,NA,NA,NA,NA,292.25899999999996,2016-07-05T13:14:45Z,2016-07-05T13:16:15Z,90,2.2396703296703295,15.2,11,8.435628465798898,0.9756442684752976,2,post,NA,NA,NA,NA,NA,NA,292.25899999999996,205
2015,2015-07-05,Arhelleren,Arh4,Arh4B,B,2015-07-05T12:47:00Z,2015-07-05T12:48:35Z,95,1087.7857142857142,NA,0.04,-3.8402867450026332,-9.131235472812374,0.9013801306788056,1,pre,NA,pre,NA,NA,19.075,Tabea,309.3479583333333,2015-07-05T12:49:00Z,2015-07-05T12:50:30Z,90,42.58114285714286,NA,0.04,5.290948727809742,0.9007630903111439,1,pre,NA,pre,NA,NA,19.075,Tabea,308.9383625,120
2015,2015-07-16,Arhelleren,Arh4,Arh4B,B,2015-07-16T13:44:30Z,2015-07-16T13:46:00Z,90,1337.2052631578947,NA,0.05,-3.165505650693533,-10.109962255930181,0.9881775558025263,1,pre,NA,pre,NA,NA,23.925,Tabea,297.68625,2015-07-16T13:46:35Z,2015-07-16T13:47:50Z,75,41.175312500000004,NA,0.05,6.944456605236648,0.9074694193048984,1,pre,NA,pre,NA,NA,23.925,Tabea,297.5675,125
2015,2015-07-20,Arhelleren,Arh4,Arh4B,B,2015-07-20T10:24:00Z,2015-07-20T10:25:30Z,90,382.58263157894737,NA,0.06,-4.0292785414016885,-11.346796079010275,0.9962918296940806,1,pre,NA,pre,NA,NA,34.15,Skara,290.15099999999995,2015-07-20T10:26:00Z,2015-07-20T10:27:00Z,60,25.146,NA,0.06,7.317517537608586,0.9568868547566048,1,pre,NA,pre,NA,NA,34.15,Skara,290.54457916666667,120
2015,2015-07-05,Arhelleren,Arh4,Arh4C,C,2015-07-05T12:36:30Z,2015-07-05T12:37:45Z,75,974.78,NA,0.04,-3.457828102905486,-11.895036834862411,0.9771298471163281,1,pre,NA,pre,NA,226 TTC,14.2,Tabea,309.35211666666663,2015-07-05T12:38:30Z,2015-07-05T12:40:00Z,90,20.86042857142857,NA,0.04,8.437208731956925,0.9311973460149878,1,pre,NA,pre,NA,226 TTC,14.2,Tabea,309.62656666666663,120
2015,2015-07-20,Arhelleren,Arh4,Arh4C,C,2015-07-20T10:52:00Z,2015-07-20T10:53:30Z,90,506.6984210526316,NA,0.06,-2.946646732375243,-10.54110002324671,0.992298038225516,1,pre,NA,pre,NA,226 TTC,26.375,Skara,296.57166666666666,2015-07-20T10:54:00Z,2015-07-20T10:55:30Z,90,17.361894736842107,NA,0.06,7.594453290871467,0.9805413512823828,1,pre,NA,pre,NA,226 TTC,26.375,Skara,296.07166666666666,120
2016,2016-06-16,Arhelleren,Arh4,Arh4C,C,2016-06-16T09:11:05Z,2016-06-16T09:12:40Z,95,655.147,16.9,14,-4.118918266063212,-16.150434628813,0.9871320001165136,1,post,NA,,NA,226 TTC,NA,NA,297.263,2016-06-16T09:13:50Z,2016-06-16T09:15:15Z,85,2.6901277777777777,16.9,14,12.031516362749787,0.9855213247247729,1,post,NA,,NA,226 TTC,NA,NA,297.013,165
2016,2016-07-05,Arhelleren,Arh4,Arh4C,C,2016-07-05T08:39:10Z,2016-07-05T08:40:40Z,90,1851.757894736842,12,14,-3.229055792599117,-8.47725002862417,0.9921181161873649,1,post,NA,,NA,226 TTC,33.625,Maria Emilia,294.5045,2016-07-05T08:42:10Z,2016-07-05T08:43:30Z,80,6.6660941176470585,12,14,5.248194236025053,0.9929793217669088,1,post,NA,,NA,226 TTC,33.625,Maria Emilia,295.005,180
2016,2016-07-05,Arhelleren,Arh4,Arh4C,C,2016-07-05T11:18:05Z,2016-07-05T11:19:10Z,65,335.06928571428574,13.9,14,-2.754354289292495,-4.7714575590777635,0.9461041001112369,1,post,NA,,NA,226 TTC,33.625,Maria Emilia,290.751,2016-07-05T11:20:40Z,2016-07-05T11:21:35Z,55,1.4362416666666666,13.9,14,2.017103269785268,0.9100666009062736,1,post,NA,,NA,226 TTC,33.625,Maria Emilia,290.45099999999996,155
2016,2016-07-05,Arhelleren,Arh4,Arh4C,C,2016-07-05T11:00:30Z,2016-07-05T11:01:50Z,80,329.2479012345679,13.9,14,4.875420657515497,-4.2140799594996645,0.958155386750552,2,post,NA,NA,NA,226 TTC,33.625,Maria Emilia,289.756,2016-07-05T11:03:45Z,2016-07-05T11:05:15Z,90,0.1767032967032967,13.9,14,9.089500617015162,0.9734206644499267,2,post,NA,NA,NA,226 TTC,33.625,Maria Emilia,290.00649999999996,195
2016,2016-07-05,Arhelleren,Arh4,Arh4C,C,2016-07-05T13:31:40Z,2016-07-05T13:32:40Z,60,390.11852459016393,14.9,14,0.04563846449747372,-10.041827714761434,1.1180630905390521e-4,2,post,NA,NA,NA,226 TTC,33.625,Maria Emilia,291.75899999999996,2016-07-05T13:34:15Z,2016-07-05T13:35:55Z,100,1.9313861386138613,14.9,14,10.087466179258907,0.9658032435532071,2,post,NA,NA,NA,226 TTC,33.625,Maria Emilia,291.75899999999996,155
2015,2015-07-05,Arhelleren,Arh4,Arh4F,F,2015-07-05T13:02:00Z,2015-07-05T13:03:20Z,80,831.875,NA,0.04,-4.979825019120095,-11.260966101230444,0.8833781512130605,1,pre,NA,pre,NA,NA,19.825,Tabea,309.74715833333335,2015-07-05T13:04:30Z,2015-07-05T13:06:00Z,90,33.878,NA,0.04,6.2811410821103495,0.9476626179672052,1,pre,NA,pre,NA,NA,19.825,Tabea,308.81985,150
2015,2015-07-16,Arhelleren,Arh4,Arh4F,F,2015-07-16T14:05:25Z,2015-07-16T14:06:35Z,70,1080,NA,0.05,-2.3674969954403506,-9.716816684938857,0.9952598373977145,1,pre,NA,pre,NA,NA,27.225,Tabea,300.00083333333333,2015-07-16T14:07:00Z,2015-07-16T14:08:30Z,90,51.35542105263158,NA,0.05,7.349319689498507,0.9864288474769131,1,pre,NA,pre,NA,NA,27.225,Tabea,299.3262041666666,95
2015,2015-07-20,Arhelleren,Arh4,Arh4F,F,2015-07-20T11:00:30Z,2015-07-20T11:01:35Z,65,386.31,NA,0.06,-2.1409670909423997,-10.890141433345265,0.9734578574677234,1,pre,NA,pre,NA,NA,34.1,Skara,294.7419875,2015-07-20T10:49:30Z,2015-07-20T10:51:00Z,90,17.222368421052632,NA,0.06,8.749174342402865,0.9823820629000827,1,pre,NA,pre,NA,NA,34.1,Skara,297.26124999999996,660
2015,2015-07-20,Arhelleren,Arh4,Arh4FB,FB,2015-07-20T10:40:55Z,2015-07-20T10:41:55Z,60,1875.0846153846153,NA,0.06,-6.8935415721315545,-14.041737081411545,0.9556129586438823,1,pre,NA,pre,NA,NA,31.6,Skara,299.30499999999995,2015-07-20T10:43:00Z,2015-07-20T10:44:30Z,90,25.724315789473685,NA,0.06,7.148195509279991,0.9452185711007507,1,pre,NA,pre,NA,NA,31.6,Skara,298.69666666666666,125
2015,2015-07-20,Arhelleren,Arh4,Arh4FB,FB,2015-07-20T10:45:00Z,2015-07-20T10:46:10Z,70,1038.752,NA,0.06,-8.461660174673163,-15.609855683953153,0.980628877559585,1,pre,NA,pre,NA,NA,31.6,Skara,298.6091666666666,2015-07-20T10:43:00Z,2015-07-20T10:44:30Z,90,25.724315789473685,NA,0.06,7.148195509279991,0.9452185711007507,1,pre,NA,pre,NA,NA,31.6,Skara,298.69666666666666,120
2015,2015-07-16,Arhelleren,Arh4,Arh4FGB,FGB,2015-07-16T14:23:35Z,2015-07-16T14:25:30Z,115,393.32916666666665,NA,0.05,-0.5463441867447875,-1.8499060161836658,0.8290888888326683,1,pre,NA,pre,NA,NA,21.55,Tabea,293.6935833333333,2015-07-16T14:49:00Z,2015-07-16T14:50:30Z,90,86.35973684210526,NA,0.05,1.3035618294388784,0.9367235156524564,1,pre,NA,pre,NA,NA,21.55,Tabea,288.24699999999996,1525
2015,2015-07-20,Arhelleren,Arh4,Arh4FGB,FGB,2015-07-20T10:28:00Z,2015-07-20T10:29:30Z,90,2182.021052631579,NA,0.06,-7.754563517038379,-17.279354266082947,0.9863856164798798,1,pre,NA,pre,NA,NA,31.2,Skara,292.3023208333333,2015-07-20T10:30:00Z,2015-07-20T10:31:30Z,90,59.98605263157895,NA,0.06,9.52479074904457,0.9661219024955918,1,pre,NA,pre,NA,NA,31.2,Skara,293.80436249999997,120
2015,2015-07-20,Arhelleren,Arh4,Arh4FGB,FGB,2015-07-20T10:56:00Z,2015-07-20T10:58:00Z,120,552.1064,NA,0.06,-3.6259569151067876,-13.150747664151357,0.9561752175468057,1,pre,NA,pre,NA,NA,31.2,Skara,295.7570833333333,2015-07-20T10:30:00Z,2015-07-20T10:31:30Z,90,59.98605263157895,NA,0.06,9.52479074904457,0.9661219024955918,1,pre,NA,pre,NA,NA,31.2,Skara,293.80436249999997,1560
2015,2015-07-16,Arhelleren,Arh4,Arh4G,G,2015-07-16T13:39:30Z,2015-07-16T13:41:00Z,90,1155.9263157894736,NA,0.05,-1.9460804749666303,-4.612063524809145,0.9460855519987711,1,pre,NA,pre,NA,NA,24.35,Tabea,297.10499999999996,2015-07-16T13:41:30Z,2015-07-16T13:43:00Z,90,49.02168421052632,NA,0.05,2.6659830498425148,0.9019012288091272,1,pre,NA,pre,NA,NA,24.35,Tabea,296.7133333333333,120
2015,2015-07-20,Arhelleren,Arh4,Arh4G,G,2015-07-20T10:20:00Z,2015-07-20T10:21:15Z,75,279.904375,NA,0.06,-2.204584717174085,-3.6217368314423326,0.94417548485549,1,pre,NA,pre,NA,NA,35.675,Skara,290.15099999999995,2015-07-20T10:22:05Z,2015-07-20T10:23:20Z,75,11.54725,NA,0.06,1.4171521142682475,0.9242104954788696,1,pre,NA,pre,NA,NA,35.675,Skara,290.15099999999995,125
2015,2015-07-05,Arhelleren,Arh4,Arh4GB,GB,2015-07-05T12:52:00Z,2015-07-05T12:53:30Z,90,1260.7857142857142,NA,0.04,-3.230701852752577,-9.488475873434673,0.8401747806960831,1,pre,NA,pre,NA,NA,17.875,Tabea,308.98826249999996,2015-07-05T12:54:00Z,2015-07-05T12:55:30Z,90,51.84357142857143,NA,0.04,6.257774020682096,0.9747535418228455,1,pre,NA,pre,NA,NA,17.875,Tabea,309.4935,120
2015,2015-07-16,Arhelleren,Arh4,Arh4GB,GB,2015-07-16T13:49:00Z,2015-07-16T13:51:00Z,120,1411.928,NA,0.05,-1.3496513289380845,-5.95202632533849,0.803079637958638,1,pre,NA,pre,NA,NA,21.25,Tabea,298.9945833333333,2015-07-16T13:51:30Z,2015-07-16T13:53:00Z,90,41.69342105263158,NA,0.05,4.602374996400406,0.8771138781099056,1,pre,NA,pre,NA,NA,21.25,Tabea,298.5222833333333,150
2015,2015-07-20,Arhelleren,Arh4,Arh4GB,GB,2015-07-20T10:36:30Z,2015-07-20T10:38:00Z,90,2426.178947368421,NA,0.06,-5.670532785882193,-15.157306433313602,0.9285169552627743,1,pre,NA,pre,NA,NA,34.35,Skara,298.17999999999995,2015-07-20T10:38:30Z,2015-07-20T10:40:00Z,90,66.58926315789473,NA,0.06,9.48677364743141,0.9716396966319277,1,pre,NA,pre,NA,NA,34.35,Skara,298.44666666666666,120
2015,2015-07-05,Arhelleren,Arh4,Arh4GF,GF,2015-07-05T13:07:00Z,2015-07-05T13:08:30Z,90,1193.9571428571428,NA,0.04,-3.359438701013642,-16.7406113374888,0.9826252105887201,1,pre,NA,pre,NA,NA,19.625,Tabea,309.30221666666665,2015-07-05T13:09:00Z,2015-07-05T13:10:30Z,90,41.093,NA,0.04,13.381172636475158,0.9882751055191379,1,pre,NA,pre,NA,NA,19.625,Tabea,309.49142083333334,120
2015,2015-07-16,Arhelleren,Arh4,Arh4GF,GF,2015-07-16T14:00:00Z,2015-07-16T14:01:30Z,90,969.04,NA,0.05,-2.8500156574801907,-11.493001311238903,0.9873126473320384,1,pre,NA,pre,NA,NA,26.1,Tabea,298.18625,2015-07-16T14:02:30Z,2015-07-16T14:04:00Z,90,35.67773684210526,NA,0.05,8.642985653758712,0.9920359242332712,1,pre,NA,pre,NA,NA,26.1,Tabea,298.68833333333333,150
2015,2015-07-20,Arhelleren,Arh4,Arh4GF,GF,2015-07-20T10:32:00Z,2015-07-20T10:33:30Z,90,2397.978947368421,NA,0.06,-7.257541235638226,-14.479091880418848,0.9729478291425752,1,pre,NA,pre,NA,NA,36.9,Skara,295.11957916666665,2015-07-20T10:34:00Z,2015-07-20T10:35:30Z,90,62.008526315789474,NA,0.06,7.2215506447806215,0.937129515810167,1,pre,NA,pre,NA,NA,36.9,Skara,296.3070833333333,120
2016,2016-07-05,Arhelleren,Arh4,Arh4RTC,RTC,2016-07-05T08:33:20Z,2016-07-05T08:35:00Z,100,716.6357142857142,12,5,-2.4350246311460952,-9.829748586590961,0.9406005361585722,1,post,NA,,NA,NA,NA,NA,291.702,2016-07-05T08:35:55Z,2016-07-05T08:37:25Z,90,2.472821052631579,12,5,7.394723955444866,0.9945909024900553,1,post,NA,,NA,NA,NA,NA,291.75199999999995,155
2016,2016-07-05,Arhelleren,Arh4,Arh4RTC,RTC,2016-07-05T10:56:10Z,2016-07-05T10:57:25Z,75,327.08375,13.8,5,4.691596512139932,-5.228988515370461,0.9789622664071265,1,post,NA,,NA,NA,NA,NA,290.751,2016-07-05T10:58:55Z,2016-07-05T11:00:35Z,100,1.2457619047619048,13.8,5,9.920585027510393,0.995007414069213,1,post,NA,,NA,NA,NA,NA,290.751,165
2016,2016-07-05,Arhelleren,Arh4,Arh4RTC,RTC,2016-07-05T12:58:45Z,2016-07-05T13:00:00Z,75,378.51125,15.4,5,3.3753465912681713,-6.000157003912678,0.9486586348338633,1,post,NA,,NA,NA,NA,NA,294.755,2016-07-05T13:01:25Z,2016-07-05T13:03:05Z,100,1.3393523809523808,15.4,5,9.375503595180849,0.998905362142197,1,post,NA,,NA,NA,NA,NA,294.25399999999996,160
2016,2016-07-22,Arhelleren,Arh4,Arh4RTC,RTC,2016-07-22T08:16:50Z,2016-07-22T08:18:45Z,115,182.44,15.3,11,6.490705792179496,-2.064106005984862,0.9996570391403725,1,post,NA,NA,NA,NA,NA,NA,295.255,2016-07-22T08:19:50Z,2016-07-22T08:21:10Z,80,0.500695294117647,15.3,5,8.554811798164359,0.994164130642043,1,post,NA,NA,NA,NA,NA,NA,294.755,180
2016,2016-07-05,Arhelleren,Arh4,Arh4RTC,RTC,2016-07-05T13:17:55Z,2016-07-05T13:19:45Z,110,400.05918918918917,15.4,5,5.404531674788157,-1.85875422128181,0.9737718695915141,2,post,NA,NA,NA,NA,NA,NA,292.00899999999996,2016-07-05T13:21:15Z,2016-07-05T13:23:05Z,110,2.268918918918919,15.4,5,7.263285896069967,0.9789559783826622,2,post,NA,NA,NA,NA,NA,NA,292.00899999999996,200
2016,2016-07-05,Arhelleren,Arh4,Arh4RTC,RTC,2016-07-05T13:38:00Z,2016-07-05T13:39:50Z,110,337.2253153153153,15.4,5,5.929553450148343,-2.1321158263934477,0.9654630251023839,2,post,NA,NA,NA,NA,NA,NA,291.50849999999997,2016-07-05T13:41:00Z,2016-07-05T13:43:00Z,120,1.8743801652892562,15.4,5,8.06166927654179,0.9819942572458411,2,post,NA,NA,NA,NA,NA,NA,291.50849999999997,180
2016,2016-06-16,Arhelleren,Arh4,Arh4XC,XC,2016-06-16T08:56:20Z,2016-06-16T08:57:55Z,95,1124.547,15.3,16,-15.392471810514145,-23.23863841927365,0.9873090785862263,1,post,NA,,NA,NA,NA,NA,298.763,2016-06-16T08:59:25Z,2016-06-16T09:01:15Z,110,2.9704565217391306,15.3,16,7.8461666087595034,0.9799648159748706,1,post,NA,,NA,NA,NA,NA,299.763,185
2016,2016-07-05,Arhelleren,Arh4,Arh4XC,XC,2016-07-05T08:27:25Z,2016-07-05T08:28:50Z,85,601.5733333333334,12.2,18,-7.522775915924217,-11.758255529653173,0.9900804517128102,1,post,NA,,NA,NA,NA,NA,290.751,2016-07-05T08:31:15Z,2016-07-05T08:32:15Z,60,2.058523076923077,12.2,18,4.235479613728956,0.977174696349096,1,post,NA,,NA,NA,NA,NA,290.751,230
2016,2016-07-05,Arhelleren,Arh4,Arh4XC,XC,2016-07-05T10:50:40Z,2016-07-05T10:52:00Z,80,292.83294117647057,13.4,18,-1.54946370017172,-6.612924273134172,0.9723194054037467,1,post,NA,,NA,NA,NA,NA,290.751,2016-07-05T10:53:10Z,2016-07-05T10:54:50Z,100,1.3952285714285715,13.4,18,5.063460572962452,0.9924463526648502,1,post,NA,,NA,NA,NA,NA,290.15099999999995,150
2016,2016-07-22,Arhelleren,Arh4,Arh4XC,XC,2016-07-22T08:22:35Z,2016-07-22T08:23:50Z,75,120.031875,15.5,18,2.6835146910901964,-0.5131800875946109,0.9928189523444848,1,post,NA,NA,NA,NA,NA,NA,294.25399999999996,2016-07-22T08:25:25Z,2016-07-22T08:26:35Z,70,0.33343666666666666,15.5,18,3.1966947786848072,0.9743462059868281,1,post,NA,NA,NA,NA,NA,NA,293.75399999999996,170
2016,2016-07-05,Arhelleren,Arh4,Arh4XC,XC,2016-07-05T11:07:05Z,2016-07-05T11:08:15Z,70,324.44042253521127,13.4,18,1.2578608499261938,-5.0346401578348825,0.8609848174770554,2,post,NA,NA,NA,NA,NA,NA,289.756,2016-07-05T11:10:20Z,2016-07-05T11:11:40Z,80,0.37777777777777777,13.4,18,6.292501007761076,0.9603048036393895,2,post,NA,NA,NA,NA,NA,NA,289.756,195
2016,2016-06-16,Arhelleren,Arh5,Arh5RTC,RTC,2016-06-16T09:59:50Z,2016-06-16T10:01:05Z,75,798.41125,14.4,14,-4.160141990236583,-16.8687501893096,0.9904447035991052,1,post,NA,,NA,NA,NA,NA,298.763,2016-06-16T10:02:35Z,2016-06-16T10:04:00Z,85,2.0932444444444447,14.4,14,12.70860819907302,0.993486247864973,1,post,NA,,NA,NA,NA,NA,298.063,165
2016,2016-07-05,Arhelleren,Arh5,Arh5RTC,RTC,2016-07-05T09:45:15Z,2016-07-05T09:46:40Z,85,425.27666666666664,11.3,11,-2.1119338295881502,-9.203010891774422,0.9934786122094809,1,post,NA,,NA,NA,NA,NA,292.753,2016-07-05T09:47:55Z,2016-07-05T09:49:35Z,100,1.5601619047619049,11.3,11,7.091077062186272,0.9939045020011135,1,post,NA,,NA,NA,NA,NA,292.503,160
2016,2016-07-05,Arhelleren,Arh5,Arh5RTC,RTC,2016-07-05T13:33:50Z,2016-07-05T13:34:45Z,55,360.2708333333333,13,11,1.9907140585602843,-8.246980424396101,0.9312789204220471,1,post,NA,,NA,NA,NA,NA,292.253,2016-07-05T13:48:30Z,2016-07-05T13:50:10Z,100,1.7782178217821782,13,11,10.237694482956385,0.9803843029828441,2,post,NA,NA,NA,NA,NA,NA,290.75699999999995,880
2016,2016-07-05,Arhelleren,Arh5,Arh5RTC,RTC,2016-07-05T13:45:00Z,2016-07-05T13:46:30Z,90,325.1935164835165,13,11,6.289088222132633,-3.9486062608237527,0.9303840129322813,2,post,NA,NA,NA,NA,NA,NA,290.75699999999995,2016-07-05T13:48:30Z,2016-07-05T13:50:10Z,100,1.7782178217821782,13,11,10.237694482956385,0.9803843029828441,2,post,NA,NA,NA,NA,NA,NA,290.75699999999995,210
2015,2015-06-30,Fauske,Fau1,Fau1B,B,2015-06-30T14:58:45Z,2015-06-30T15:00:30Z,105,1500,NA,0.22,-3.340325845438613,-12.655981560377496,0.9688080512936945,1,pre,NA,pre,NA,NA,7.800000000000001,Tabea,306.0898291666666,2015-06-30T15:01:45Z,2015-06-30T15:03:30Z,105,21,NA,0.23,9.315655714938883,0.9937654071264034,1,pre,NA,pre,NA,NA,7.800000000000001,Tabea,306.5423583333333,180
2015,2015-07-10,Fauske,Fau1,Fau1B,B,2015-07-10T09:28:30Z,2015-07-10T09:29:40Z,70,1339.4866666666667,NA,0.08,-8.937919586269695,-18.019117206269563,0.9345901010867526,1,pre,NA,pre,NA,NA,6.1,Tabea,297.32166666666666,2015-07-10T09:30:30Z,2015-07-10T09:31:50Z,80,34.31552941176471,NA,0.08,9.081197619999866,0.9824948999911606,1,pre,NA,pre,NA,NA,6.1,Tabea,297.968075,120
2015,2015-07-10,Fauske,Fau1,Fau1B,B,2015-07-10T09:49:30Z,2015-07-10T09:51:00Z,90,1122.8263157894737,NA,0.08,-4.830932108079699,-13.912129728079565,0.9629226423187272,1,pre,NA,pre,NA,NA,6.1,Tabea,298.37791666666664,2015-07-10T09:30:30Z,2015-07-10T09:31:50Z,80,34.31552941176471,NA,0.08,9.081197619999866,0.9824948999911606,1,pre,NA,pre,NA,NA,6.1,Tabea,297.968075,1140
2015,2015-07-10,Fauske,Fau1,Fau1B,B,2015-07-10T13:06:30Z,2015-07-10T13:07:45Z,75,1877.75625,NA,0.08,-5.454067415510681,-18.60253552776378,0.9940114342842876,1,pre,NA,NA,NA,NA,6.1,Tabea,304.36022499999996,2015-07-10T13:08:30Z,2015-07-10T13:09:30Z,60,55.30323076923077,NA,0.08,13.148468112253099,0.9723796637606981,1,pre,NA,NA,NA,NA,6.1,Tabea,304.51399166666664,120
2017,2017-07-05,Fauske,Fau1,Fau1B,B,2017-07-05T08:58:05Z,2017-07-05T09:01:05Z,180,1150,12.7,NA,4.771718699626647,-0.514915576602939,0.9526810056460024,1,post,sunny/cloudy,NA,NA,NA,4.925,NA,294.00399999999996,2017-07-05T09:02:45Z,2017-07-05T09:04:45Z,120,4,12.7,NA,5.286634276229586,0.9249878808590785,1,post,cloudy,NA,NA,NA,4.925,NA,295.005,280
2017,2017-07-06,Fauske,Fau1,Fau1B,B,2017-07-06T08:25:05Z,2017-07-06T08:27:05Z,120,1000,14,NA,-1.179777440051232,-5.2893309642834865,0.9035923446208517,1,post,sunny,NA,NA,NA,6.9,NA,297.255,2017-07-06T08:27:30Z,2017-07-06T08:29:30Z,120,5,14,NA,4.109553524232254,0.9420707112601937,1,post,sunny,NA,NA,NA,6.9,NA,297.005,145
2017,2017-07-06,Fauske,Fau1,Fau1B,B,2017-07-06T11:38:55Z,2017-07-06T11:40:20Z,85,1600,13.1,NA,-3.2192489423192416,-11.694025076228693,0.9494766321760687,1,post,sunny,NA,NA,NA,6.9,NA,300.755,2017-07-06T11:41:25Z,2017-07-06T11:43:25Z,120,5,13.1,NA,8.474776133909451,0.9584426458998131,1,post,sunny,NA,NA,NA,6.9,NA,300.005,150
2017,2017-07-05,Fauske,Fau1,Fau1B,B,2017-07-05T11:53:54Z,2017-07-05T11:54:54Z,60,1958.3950819672132,14.8,NA,-2.981624030942907,-7.996971462346158,0.9042534225380771,2,post,sunny,,,NA,4.925,NA,304.9555,2017-07-05T11:57:06Z,2017-07-05T11:58:46Z,100,8.240594059405941,14.8,NA,5.015347431403251,0.9355191207186321,2,post,sunny,,,NA,4.925,NA,304.756,192
