year,siteID,blockID,plotID,treatment,removed_fg,biomass,no_treatment,comments
2022,Alrust,Alr1,Alr1GF,GF,B,0.85,leftover,No lichen in the plot
2022,Alrust,Alr1,Alr1GF,GF,F,0.61,NA,No lichen in the plot
2022,Alrust,Alr1,Alr1GF,GF,G,1.73,NA,No lichen in the plot
2022,Alrust,Alr2,Alr2GF,GF,B,0.013,leftover,No lichen in the plot
2022,Alrust,Alr2,Alr2GF,GF,F,0.083,NA,No lichen in the plot
2022,Alrust,Alr2,Alr2GF,GF,G,0.56,NA,No lichen in the plot
2022,Alrust,Alr3,Alr3GF,GF,B,2.32,leftover,NA
2022,Alrust,Alr3,Alr3GF,GF,F,1.29,NA,NA
2022,Alrust,Alr3,Alr3GF,GF,G,0.27,NA,NA
2022,Alrust,Alr3,Alr3GF,GF,L,0.36,leftover,NA
2022,Alrust,Alr5,Alr5GF,GF,B,0.4,leftover,NA
2022,Alrust,Alr5,Alr5GF,GF,F,0.014,NA,NA
2022,Alrust,Alr5,Alr5GF,GF,G,0.09,NA,NA
2022,Alrust,Alr5,Alr5GF,GF,L,0.117,leftover,NA
2022,Alrust,Alr1,Alr1FB,FB,B,0.26,NA,No lichen in the plot
2022,Alrust,Alr1,Alr1FB,FB,F,0.72,NA,No lichen in the plot
2022,Alrust,Alr1,Alr1FB,FB,G,13.81,leftover,No lichen in the plot
2022,Alrust,Alr2,Alr2FB,FB,B,0.47,NA,No lichen in the plot
2022,Alrust,Alr2,Alr2FB,FB,F,0.39,NA,No lichen in the plot
2022,Alrust,Alr2,Alr2FB,FB,G,19,leftover,No lichen in the plot
2022,Alrust,Alr3,Alr3FB,FB,B,0.033,NA,NA
2022,Alrust,Alr3,Alr3FB,FB,F,0.65,NA,NA
2022,Alrust,Alr3,Alr3FB,FB,G,3.92,leftover,NA
2022,Alrust,Alr3,Alr3FB,FB,L,0.14,leftover,NA
2022,Alrust,Alr5,Alr5FB,FB,B,0.002,NA,No lichen in the plot
2022,Alrust,Alr5,Alr5FB,FB,F,0.28,NA,No lichen in the plot
2022,Alrust,Alr5,Alr5FB,FB,G,2.82,leftover,No lichen in the plot
2022,Alrust,Alr1,Alr1GB,GB,B,0.93,NA,No lichen in the plot
2022,Alrust,Alr1,Alr1GB,GB,F,4.74,leftover,No lichen in the plot
2022,Alrust,Alr1,Alr1GB,GB,G,2.76,NA,No lichen in the plot
2022,Alrust,Alr2,Alr2GB,GB,B,0.009,NA,No lichen in the plot
2022,Alrust,Alr2,Alr2GB,GB,F,5.51,leftover,No lichen in the plot
2022,Alrust,Alr2,Alr2GB,GB,G,0.97,NA,No lichen in the plot
2022,Alrust,Alr3,Alr3GB,GB,B,0.1,NA,NA
2022,Alrust,Alr3,Alr3GB,GB,F,12.14,leftover,NA
2022,Alrust,Alr3,Alr3GB,GB,G,0.42,NA,NA
2022,Alrust,Alr3,Alr3GB,GB,L,0.08,leftover,NA
2022,Alrust,Alr5,Alr5GB,GB,B,0.39,NA,No lichen in the plot
2022,Alrust,Alr5,Alr5GB,GB,F,6.39,leftover,No lichen in the plot
2022,Alrust,Alr5,Alr5GB,GB,G,0.32,NA,No lichen in the plot
2022,Alrust,Alr1,Alr1C,C,B,0.44,NA,No lichen in the plot
2022,Alrust,Alr1,Alr1C,C,F,4.24,NA,No lichen in the plot
2022,Alrust,Alr1,Alr1C,C,G,28.87,NA,No lichen in the plot
2022,Alrust,Alr2,Alr2C,C,B,0.32,NA,No lichen in the plot
2022,Alrust,Alr2,Alr2C,C,F,6.34,NA,No lichen in the plot
2022,Alrust,Alr2,Alr2C,C,G,20.5,NA,No lichen in the plot
2022,Alrust,Alr3,Alr3C,C,B,1.19,NA,NA
2022,Alrust,Alr3,Alr3C,C,F,9.93,NA,NA
2022,Alrust,Alr3,Alr3C,C,G,4.67,NA,NA
2022,Alrust,Alr3,Alr3C,C,L,0.21,leftover,NA
2022,Alrust,Alr5,Alr5C,C,B,0.082,NA,No lichen in the plot
2022,Alrust,Alr5,Alr5C,C,F,8.89,NA,No lichen in the plot
2022,Alrust,Alr5,Alr5C,C,G,3.26,NA,No lichen in the plot
2022,Alrust,Alr1,Alr1G,G,B,1.03,leftover,NA
2022,Alrust,Alr1,Alr1G,G,F,4.96,leftover,NA
2022,Alrust,Alr1,Alr1G,G,G,2.13,NA,NA
2022,Alrust,Alr1,Alr1G,G,L,0.14,leftover,NA
2022,Alrust,Alr2,Alr2G,G,B,3.17,leftover,No lichen in the plot
2022,Alrust,Alr2,Alr2G,G,F,6.48,leftover,No lichen in the plot
2022,Alrust,Alr2,Alr2G,G,G,1.32,NA,No lichen in the plot
2022,Alrust,Alr3,Alr3G,G,B,0.079,leftover,No lichen in the plot
2022,Alrust,Alr3,Alr3G,G,F,6.73,leftover,No lichen in the plot
2022,Alrust,Alr3,Alr3G,G,G,0.26,NA,No lichen in the plot
2022,Alrust,Alr5,Alr5G,G,B,0.81,leftover,NA
2022,Alrust,Alr5,Alr5G,G,F,6.52,leftover,NA
2022,Alrust,Alr5,Alr5G,G,G,0.74,NA,NA
2022,Alrust,Alr5,Alr5G,G,L,0.1,leftover,NA
2022,Alrust,Alr1,Alr1F,F,B,0.95,leftover,No lichen in the plot
2022,Alrust,Alr1,Alr1F,F,F,0.36,NA,No lichen in the plot
2022,Alrust,Alr1,Alr1F,F,G,9.3,leftover,No lichen in the plot
2022,Alrust,Alr2,Alr2F,F,B,1.14,leftover,NA
2022,Alrust,Alr2,Alr2F,F,F,0.38,NA,NA
2022,Alrust,Alr2,Alr2F,F,G,15.35,leftover,NA
2022,Alrust,Alr2,Alr2F,F,L,0.051,leftover,NA
2022,Alrust,Alr3,Alr3F,F,B,1.21,leftover,NA
2022,Alrust,Alr3,Alr3F,F,F,0.21,NA,NA
2022,Alrust,Alr3,Alr3F,F,G,1.4,leftover,NA
2022,Alrust,Alr3,Alr3F,F,L,0.13,leftover,NA
2022,Alrust,Alr5,Alr5F,F,B,0.86,leftover,NA
2022,Alrust,Alr5,Alr5F,F,F,0.33,NA,NA
2022,Alrust,Alr5,Alr5F,F,G,1.9,leftover,NA
2022,Alrust,Alr5,Alr5F,F,L,0.53,leftover,NA
2022,Alrust,Alr1,Alr1B,B,B,1.39,NA,No lichen in the plot
2022,Alrust,Alr1,Alr1B,B,F,5.55,leftover,No lichen in the plot
2022,Alrust,Alr1,Alr1B,B,G,10.87,leftover,No lichen in the plot
2022,Alrust,Alr2,Alr2B,B,B,0.4,NA,No lichen in the plot
2022,Alrust,Alr2,Alr2B,B,F,4.24,leftover,No lichen in the plot
2022,Alrust,Alr2,Alr2B,B,G,16.5,leftover,No lichen in the plot
2022,Alrust,Alr3,Alr3B,B,B,0.0155,NA,No lichen in the plot
2022,Alrust,Alr3,Alr3B,B,F,7.59,leftover,No lichen in the plot
2022,Alrust,Alr3,Alr3B,B,G,2.62,leftover,No lichen in the plot
2022,Alrust,Alr5,Alr5B,B,B,0.22,NA,NA
2022,Alrust,Alr5,Alr5B,B,F,3.62,leftover,NA
2022,Alrust,Alr5,Alr5B,B,G,4.64,leftover,NA
2022,Alrust,Alr5,Alr5B,B,L,0.12,leftover,NA
2022,Alrust,Alr1,Alr1FGB,FGB,B,0.3,NA,No lichen in the plot
2022,Alrust,Alr1,Alr1FGB,FGB,F,0.65,NA,No lichen in the plot
2022,Alrust,Alr1,Alr1FGB,FGB,G,0.13,NA,No lichen in the plot
2022,Alrust,Alr2,Alr2FGB,FGB,B,0.22,NA,No lichen in the plot
2022,Alrust,Alr2,Alr2FGB,FGB,F,0.67,NA,No lichen in the plot
2022,Alrust,Alr2,Alr2FGB,FGB,G,1.02,NA,No lichen in the plot
2022,Alrust,Alr3,Alr3FGB,FGB,B,0.02,NA,No lichen in the plot
2022,Alrust,Alr3,Alr3FGB,FGB,F,0.25,NA,No lichen in the plot
2022,Alrust,Alr3,Alr3FGB,FGB,G,0.06,NA,No lichen in the plot
2022,Alrust,Alr5,Alr5FGB,FGB,B,0.08,NA,NA
2022,Alrust,Alr5,Alr5FGB,FGB,F,0.12,NA,NA
2022,Alrust,Alr5,Alr5FGB,FGB,G,0.08,NA,NA
2022,Alrust,Alr5,Alr5FGB,FGB,L,0.022,leftover,NA
2022,Vikesland,Vik2,Vik2GF,GF,B,16.04,leftover,No lichen in the plot
2022,Vikesland,Vik2,Vik2GF,GF,F,0.97,NA,No lichen in the plot
2022,Vikesland,Vik2,Vik2GF,GF,G,5.26,NA,No lichen in the plot
2022,Vikesland,Vik3,Vik3GF,GF,B,18.88,leftover,No lichen in the plot
2022,Vikesland,Vik3,Vik3GF,GF,F,2.01,NA,No lichen in the plot
2022,Vikesland,Vik3,Vik3GF,GF,G,1.45,NA,No lichen in the plot
2022,Vikesland,Vik4,Vik4GF,GF,B,18.94,leftover,No lichen in the plot
2022,Vikesland,Vik4,Vik4GF,GF,F,1.15,NA,No lichen in the plot
2022,Vikesland,Vik4,Vik4GF,GF,G,2.04,NA,No lichen in the plot
2022,Vikesland,Vik5,Vik5GF,GF,B,18.93,leftover,No lichen in the plot
2022,Vikesland,Vik5,Vik5GF,GF,F,1.05,NA,No lichen in the plot
2022,Vikesland,Vik5,Vik5GF,GF,G,3.08,NA,No lichen in the plot
2022,Vikesland,Vik2,Vik2FB,FB,B,0.91,NA,No lichen in the plot
2022,Vikesland,Vik2,Vik2FB,FB,F,1.12,NA,No lichen in the plot
2022,Vikesland,Vik2,Vik2FB,FB,G,15.9,leftover,No lichen in the plot
2022,Vikesland,Vik3,Vik3FB,FB,B,1.95,NA,No lichen in the plot
2022,Vikesland,Vik3,Vik3FB,FB,F,2.27,NA,No lichen in the plot
2022,Vikesland,Vik3,Vik3FB,FB,G,15.01,leftover,No lichen in the plot
2022,Vikesland,Vik4,Vik4FB,FB,B,1,NA,No lichen in the plot
2022,Vikesland,Vik4,Vik4FB,FB,F,1.08,NA,No lichen in the plot
2022,Vikesland,Vik4,Vik4FB,FB,G,19.29,leftover,No lichen in the plot
2022,Vikesland,Vik5,Vik5FB,FB,B,0.2,NA,No lichen in the plot
2022,Vikesland,Vik5,Vik5FB,FB,F,0.9,NA,No lichen in the plot
2022,Vikesland,Vik5,Vik5FB,FB,G,17.21,leftover,No lichen in the plot
2022,Vikesland,Vik2,Vik2GB,GB,B,1.14,NA,No lichen in the plot
2022,Vikesland,Vik2,Vik2GB,GB,F,4.54,leftover,No lichen in the plot
2022,Vikesland,Vik2,Vik2GB,GB,G,4.3,NA,No lichen in the plot
2022,Vikesland,Vik3,Vik3GB,GB,B,1.15,NA,No lichen in the plot
2022,Vikesland,Vik3,Vik3GB,GB,F,6.26,leftover,No lichen in the plot
2022,Vikesland,Vik3,Vik3GB,GB,G,2.38,NA,No lichen in the plot
2022,Vikesland,Vik4,Vik4GB,GB,B,0.72,NA,No lichen in the plot
2022,Vikesland,Vik4,Vik4GB,GB,F,11.45,leftover,No lichen in the plot
2022,Vikesland,Vik4,Vik4GB,GB,G,2,NA,No lichen in the plot
2022,Vikesland,Vik5,Vik5GB,GB,B,1.32,NA,No lichen in the plot
2022,Vikesland,Vik5,Vik5GB,GB,F,7.78,leftover,No lichen in the plot
2022,Vikesland,Vik5,Vik5GB,GB,G,3.97,NA,No lichen in the plot
2022,Vikesland,Vik2,Vik2C,C,B,12.31,NA,No lichen in the plot
2022,Vikesland,Vik2,Vik2C,C,F,6.6,NA,No lichen in the plot
2022,Vikesland,Vik2,Vik2C,C,G,14.29,NA,No lichen in the plot
2022,Vikesland,Vik3,Vik3C,C,B,11.09,NA,No lichen in the plot
2022,Vikesland,Vik3,Vik3C,C,F,8.7,NA,No lichen in the plot
2022,Vikesland,Vik3,Vik3C,C,G,5.59,NA,No lichen in the plot
2022,Vikesland,Vik4,Vik4C,C,B,11.67,NA,No lichen in the plot
2022,Vikesland,Vik4,Vik4C,C,F,6.58,NA,No lichen in the plot
2022,Vikesland,Vik4,Vik4C,C,G,5.72,NA,No lichen in the plot
2022,Vikesland,Vik5,Vik5C,C,B,9.62,NA,No lichen in the plot
2022,Vikesland,Vik5,Vik5C,C,F,3.68,NA,No lichen in the plot
2022,Vikesland,Vik5,Vik5C,C,G,9.72,NA,No lichen in the plot
2022,Vikesland,Vik2,Vik2G,G,B,5.39,leftover,No lichen in the plot
2022,Vikesland,Vik2,Vik2G,G,F,3.29,leftover,No lichen in the plot
2022,Vikesland,Vik2,Vik2G,G,G,1.09,NA,No lichen in the plot
2022,Vikesland,Vik3,Vik3G,G,B,20.35,leftover,No lichen in the plot
2022,Vikesland,Vik3,Vik3G,G,F,8.85,leftover,No lichen in the plot
2022,Vikesland,Vik3,Vik3G,G,G,1.34,NA,No lichen in the plot
2022,Vikesland,Vik4,Vik4G,G,B,13.93,leftover,No lichen in the plot
2022,Vikesland,Vik4,Vik4G,G,F,7.15,leftover,No lichen in the plot
2022,Vikesland,Vik4,Vik4G,G,G,3.5,NA,No lichen in the plot
2022,Vikesland,Vik5,Vik5G,G,B,20.83,leftover,No lichen in the plot
2022,Vikesland,Vik5,Vik5G,G,F,7.1,leftover,No lichen in the plot
2022,Vikesland,Vik5,Vik5G,G,G,1.68,NA,No lichen in the plot
2022,Vikesland,Vik2,Vik2F,F,B,12.08,leftover,No lichen in the plot
2022,Vikesland,Vik2,Vik2F,F,F,0.07,NA,No lichen in the plot
2022,Vikesland,Vik2,Vik2F,F,G,11.7,leftover,No lichen in the plot
2022,Vikesland,Vik3,Vik3F,F,B,14.99,leftover,No lichen in the plot
2022,Vikesland,Vik3,Vik3F,F,F,0.49,NA,No lichen in the plot
2022,Vikesland,Vik3,Vik3F,F,G,3.85,leftover,No lichen in the plot
2022,Vikesland,Vik4,Vik4F,F,B,18.76,leftover,No lichen in the plot
2022,Vikesland,Vik4,Vik4F,F,F,1.17,NA,No lichen in the plot
2022,Vikesland,Vik4,Vik4F,F,G,5.53,leftover,No lichen in the plot
2022,Vikesland,Vik5,Vik5F,F,B,20.05,leftover,No lichen in the plot
2022,Vikesland,Vik5,Vik5F,F,F,0.29,NA,No lichen in the plot
2022,Vikesland,Vik5,Vik5F,F,G,5.4,leftover,No lichen in the plot
2022,Vikesland,Vik2,Vik2B,B,B,1.85,NA,No lichen in the plot
2022,Vikesland,Vik2,Vik2B,B,F,3.63,leftover,No lichen in the plot
2022,Vikesland,Vik2,Vik2B,B,G,21.69,leftover,No lichen in the plot
2022,Vikesland,Vik3,Vik3B,B,B,1.61,NA,No lichen in the plot
2022,Vikesland,Vik3,Vik3B,B,F,6.52,leftover,No lichen in the plot
2022,Vikesland,Vik3,Vik3B,B,G,18.69,leftover,No lichen in the plot
2022,Vikesland,Vik4,Vik4B,B,B,0.86,NA,No lichen in the plot
2022,Vikesland,Vik4,Vik4B,B,F,9.84,leftover,No lichen in the plot
2022,Vikesland,Vik4,Vik4B,B,G,7.58,leftover,No lichen in the plot
2022,Vikesland,Vik5,Vik5B,B,B,1.26,NA,No lichen in the plot
2022,Vikesland,Vik5,Vik5B,B,F,3.51,leftover,No lichen in the plot
2022,Vikesland,Vik5,Vik5B,B,G,12.3,leftover,No lichen in the plot
2022,Vikesland,Vik2,Vik2FGB,FGB,B,2.13,NA,No lichen in the plot
2022,Vikesland,Vik2,Vik2FGB,FGB,F,0.63,NA,No lichen in the plot
2022,Vikesland,Vik2,Vik2FGB,FGB,G,5.93,NA,No lichen in the plot
2022,Vikesland,Vik3,Vik3FGB,FGB,B,0.36,NA,No lichen in the plot
2022,Vikesland,Vik3,Vik3FGB,FGB,F,1.04,NA,No lichen in the plot
2022,Vikesland,Vik3,Vik3FGB,FGB,G,1.38,NA,No lichen in the plot
2022,Vikesland,Vik4,Vik4FGB,FGB,B,0.47,NA,No lichen in the plot
2022,Vikesland,Vik4,Vik4FGB,FGB,F,1.01,NA,No lichen in the plot
2022,Vikesland,Vik4,Vik4FGB,FGB,G,0.96,NA,No lichen in the plot
2022,Vikesland,Vik5,Vik5FGB,FGB,B,1.1,NA,No lichen in the plot
2022,Vikesland,Vik5,Vik5FGB,FGB,F,1.07,NA,No lichen in the plot
2022,Vikesland,Vik5,Vik5FGB,FGB,G,2.43,NA,No lichen in the plot
2022,Hogsete,Hog1,Hog1GF,GF,B,3.26,leftover,No lichen in the plot
2022,Hogsete,Hog1,Hog1GF,GF,F,0.28,NA,No lichen in the plot
2022,Hogsete,Hog1,Hog1GF,GF,G,1.31,NA,No lichen in the plot
2022,Hogsete,Hog2,Hog2GF,GF,B,13.55,leftover,No lichen in the plot
2022,Hogsete,Hog2,Hog2GF,GF,F,1.06,NA,No lichen in the plot
2022,Hogsete,Hog2,Hog2GF,GF,G,2.28,NA,No lichen in the plot
2022,Hogsete,Hog3,Hog3GF,GF,B,11.85,leftover,No lichen in the plot
2022,Hogsete,Hog3,Hog3GF,GF,F,0.82,NA,No lichen in the plot
2022,Hogsete,Hog3,Hog3GF,GF,G,2.48,NA,No lichen in the plot
2022,Hogsete,Hog4,Hog4GF,GF,B,9.58,leftover,No lichen in the plot
2022,Hogsete,Hog4,Hog4GF,GF,F,0.22,NA,No lichen in the plot
2022,Hogsete,Hog4,Hog4GF,GF,G,1.24,NA,No lichen in the plot
2022,Hogsete,Hog1,Hog1FB,FB,B,0.26,NA,No lichen in the plot
2022,Hogsete,Hog1,Hog1FB,FB,F,0.54,NA,No lichen in the plot
2022,Hogsete,Hog1,Hog1FB,FB,G,9.26,leftover,No lichen in the plot
2022,Hogsete,Hog2,Hog2FB,FB,B,0.46,NA,No lichen in the plot
2022,Hogsete,Hog2,Hog2FB,FB,F,1.94,NA,No lichen in the plot
2022,Hogsete,Hog2,Hog2FB,FB,G,12.4,leftover,No lichen in the plot
2022,Hogsete,Hog3,Hog3FB,FB,B,0.29,NA,No lichen in the plot
2022,Hogsete,Hog3,Hog3FB,FB,F,0.44,NA,No lichen in the plot
2022,Hogsete,Hog3,Hog3FB,FB,G,10.58,leftover,No lichen in the plot
2022,Hogsete,Hog4,Hog4FB,FB,B,0.23,NA,No lichen in the plot
2022,Hogsete,Hog4,Hog4FB,FB,F,0.04,NA,No lichen in the plot
2022,Hogsete,Hog4,Hog4FB,FB,G,18.04,leftover,No lichen in the plot
2022,Hogsete,Hog1,Hog1GB,GB,B,0.76,NA,No lichen in the plot
2022,Hogsete,Hog1,Hog1GB,GB,F,5.68,leftover,No lichen in the plot
2022,Hogsete,Hog1,Hog1GB,GB,G,1.94,NA,No lichen in the plot
2022,Hogsete,Hog2,Hog2GB,GB,B,0.6,NA,No lichen in the plot
2022,Hogsete,Hog2,Hog2GB,GB,F,12.09,leftover,No lichen in the plot
2022,Hogsete,Hog2,Hog2GB,GB,G,3.11,NA,No lichen in the plot
2022,Hogsete,Hog3,Hog3GB,GB,B,0.89,NA,No lichen in the plot
2022,Hogsete,Hog3,Hog3GB,GB,F,12.85,leftover,No lichen in the plot
2022,Hogsete,Hog3,Hog3GB,GB,G,2.62,NA,No lichen in the plot
2022,Hogsete,Hog4,Hog4GB,GB,B,0.37,NA,No lichen in the plot
2022,Hogsete,Hog4,Hog4GB,GB,F,2.92,leftover,No lichen in the plot
2022,Hogsete,Hog4,Hog4GB,GB,G,1.82,NA,No lichen in the plot
2022,Hogsete,Hog1,Hog1C,C,B,11.37,NA,No lichen in the plot
2022,Hogsete,Hog1,Hog1C,C,F,10.44,NA,No lichen in the plot
2022,Hogsete,Hog1,Hog1C,C,G,9.38,NA,No lichen in the plot
2022,Hogsete,Hog2,Hog2C,C,B,22.5,NA,No lichen in the plot
2022,Hogsete,Hog2,Hog2C,C,F,2.14,NA,No lichen in the plot
2022,Hogsete,Hog2,Hog2C,C,G,5.67,NA,No lichen in the plot
2022,Hogsete,Hog3,Hog3C,C,B,6.18,NA,No lichen in the plot
2022,Hogsete,Hog3,Hog3C,C,F,8.35,NA,No lichen in the plot
2022,Hogsete,Hog3,Hog3C,C,G,8.98,NA,No lichen in the plot
2022,Hogsete,Hog4,Hog4C,C,B,3.6,NA,No lichen in the plot
2022,Hogsete,Hog4,Hog4C,C,F,3.47,NA,No lichen in the plot
2022,Hogsete,Hog4,Hog4C,C,G,14.3,NA,No lichen in the plot
2022,Hogsete,Hog1,Hog1G,G,B,8.2,leftover,No lichen in the plot
2022,Hogsete,Hog1,Hog1G,G,F,11.64,leftover,No lichen in the plot
2022,Hogsete,Hog1,Hog1G,G,G,2.77,NA,No lichen in the plot
2022,Hogsete,Hog2,Hog2G,G,B,6.73,leftover,No lichen in the plot
2022,Hogsete,Hog2,Hog2G,G,F,10.69,leftover,No lichen in the plot
2022,Hogsete,Hog2,Hog2G,G,G,1.88,NA,No lichen in the plot
2022,Hogsete,Hog3,Hog3G,G,B,15.64,leftover,No lichen in the plot
2022,Hogsete,Hog3,Hog3G,G,F,12.8,leftover,No lichen in the plot
2022,Hogsete,Hog3,Hog3G,G,G,1.33,NA,No lichen in the plot
2022,Hogsete,Hog4,Hog4G,G,B,5.28,leftover,No lichen in the plot
2022,Hogsete,Hog4,Hog4G,G,F,0.44,leftover,No lichen in the plot
2022,Hogsete,Hog4,Hog4G,G,G,2.06,NA,No lichen in the plot
2022,Hogsete,Hog1,Hog1F,F,B,16.07,leftover,No lichen in the plot
2022,Hogsete,Hog1,Hog1F,F,F,0.78,NA,No lichen in the plot
2022,Hogsete,Hog1,Hog1F,F,G,5.46,leftover,No lichen in the plot
2022,Hogsete,Hog2,Hog2F,F,B,2.66,leftover,No lichen in the plot
2022,Hogsete,Hog2,Hog2F,F,F,2.78,NA,No lichen in the plot
2022,Hogsete,Hog2,Hog2F,F,G,9.6,leftover,No lichen in the plot
2022,Hogsete,Hog3,Hog3F,F,B,8.82,leftover,No lichen in the plot
2022,Hogsete,Hog3,Hog3F,F,F,0.89,NA,No lichen in the plot
2022,Hogsete,Hog3,Hog3F,F,G,13.63,leftover,No lichen in the plot
2022,Hogsete,Hog4,Hog4F,F,B,7.8,leftover,No lichen in the plot
2022,Hogsete,Hog4,Hog4F,F,F,0.38,NA,No lichen in the plot
2022,Hogsete,Hog4,Hog4F,F,G,11.72,leftover,No lichen in the plot
2022,Hogsete,Hog1,Hog1B,B,B,2.19,NA,No lichen in the plot
2022,Hogsete,Hog1,Hog1B,B,F,15.8,leftover,No lichen in the plot
2022,Hogsete,Hog1,Hog1B,B,G,11.27,leftover,No lichen in the plot
2022,Hogsete,Hog2,Hog2B,B,B,0.43,NA,No lichen in the plot
2022,Hogsete,Hog2,Hog2B,B,F,12.31,leftover,No lichen in the plot
2022,Hogsete,Hog2,Hog2B,B,G,8.37,leftover,No lichen in the plot
2022,Hogsete,Hog3,Hog3B,B,B,0.22,NA,No lichen in the plot
2022,Hogsete,Hog3,Hog3B,B,F,3.88,leftover,No lichen in the plot
2022,Hogsete,Hog3,Hog3B,B,G,16.31,leftover,No lichen in the plot
2022,Hogsete,Hog4,Hog4B,B,B,0.6,NA,No lichen in the plot
2022,Hogsete,Hog4,Hog4B,B,F,8.01,leftover,No lichen in the plot
2022,Hogsete,Hog4,Hog4B,B,G,18.57,leftover,No lichen in the plot
2022,Hogsete,Hog1,Hog1FGB,FGB,B,0.48,NA,No lichen in the plot
2022,Hogsete,Hog1,Hog1FGB,FGB,F,0.5,NA,No lichen in the plot
2022,Hogsete,Hog1,Hog1FGB,FGB,G,0.98,NA,No lichen in the plot
2022,Hogsete,Hog2,Hog2FGB,FGB,B,0.73,NA,No lichen in the plot
2022,Hogsete,Hog2,Hog2FGB,FGB,F,3.11,NA,No lichen in the plot
2022,Hogsete,Hog2,Hog2FGB,FGB,G,2.26,NA,No lichen in the plot
2022,Hogsete,Hog3,Hog3FGB,FGB,B,0.027,NA,No lichen in the plot
2022,Hogsete,Hog3,Hog3FGB,FGB,F,0.2,NA,No lichen in the plot
2022,Hogsete,Hog3,Hog3FGB,FGB,G,0.54,NA,No lichen in the plot
2022,Hogsete,Hog4,Hog4FGB,FGB,B,0.017,NA,No lichen in the plot
2022,Hogsete,Hog4,Hog4FGB,FGB,F,0.03,NA,No lichen in the plot
2022,Hogsete,Hog4,Hog4FGB,FGB,G,1.01,NA,No lichen in the plot
2022,Fauske,Fau1,Fau1GF,GF,B,12.54,leftover,No lichen in the plot
2022,Fauske,Fau1,Fau1GF,GF,F,1.34,NA,No lichen in the plot
2022,Fauske,Fau1,Fau1GF,GF,G,1.42,NA,No lichen in the plot
2022,Fauske,Fau2,Fau2GF,GF,B,2.72,leftover,NA
2022,Fauske,Fau2,Fau2GF,GF,F,1.64,NA,NA
2022,Fauske,Fau2,Fau2GF,GF,G,1.11,NA,NA
2022,Fauske,Fau2,Fau2GF,GF,L,0.58,leftover,NA
2022,Fauske,Fau4,Fau4GF,GF,B,6.59,leftover,NA
2022,Fauske,Fau4,Fau4GF,GF,F,1.07,NA,NA
2022,Fauske,Fau4,Fau4GF,GF,G,1.47,NA,NA
2022,Fauske,Fau4,Fau4GF,GF,L,0.142,leftover,NA
2022,Fauske,Fau5,Fau5GF,GF,B,3.17,leftover,No lichen in the plot
2022,Fauske,Fau5,Fau5GF,GF,F,1.01,NA,No lichen in the plot
2022,Fauske,Fau5,Fau5GF,GF,G,1.72,NA,No lichen in the plot
2022,Fauske,Fau1,Fau1FB,FB,B,0.71,NA,No lichen in the plot
2022,Fauske,Fau1,Fau1FB,FB,F,1.2,NA,No lichen in the plot
2022,Fauske,Fau1,Fau1FB,FB,G,4.19,leftover,No lichen in the plot
2022,Fauske,Fau2,Fau2FB,FB,B,2.32,NA,No lichen in the plot
2022,Fauske,Fau2,Fau2FB,FB,F,6.08,NA,No lichen in the plot
2022,Fauske,Fau2,Fau2FB,FB,G,11.38,leftover,No lichen in the plot
2022,Fauske,Fau4,Fau4FB,FB,B,1.04,NA,No lichen in the plot
2022,Fauske,Fau4,Fau4FB,FB,F,0.72,NA,No lichen in the plot
2022,Fauske,Fau4,Fau4FB,FB,G,10.55,leftover,No lichen in the plot
2022,Fauske,Fau5,Fau5FB,FB,B,0.51,NA,No lichen in the plot
2022,Fauske,Fau5,Fau5FB,FB,F,2.01,NA,No lichen in the plot
2022,Fauske,Fau5,Fau5FB,FB,G,11.82,leftover,No lichen in the plot
2022,Fauske,Fau1,Fau1GB,GB,B,0.2,NA,No lichen in the plot
2022,Fauske,Fau1,Fau1GB,GB,F,15.71,leftover,No lichen in the plot
2022,Fauske,Fau1,Fau1GB,GB,G,1.55,NA,No lichen in the plot
2022,Fauske,Fau4,Fau4GB,GB,B,0.34,NA,NA
2022,Fauske,Fau4,Fau4GB,GB,F,11.35,leftover,NA
2022,Fauske,Fau4,Fau4GB,GB,G,0.72,NA,NA
2022,Fauske,Fau4,Fau4GB,GB,L,0.06,leftover,NA
2022,Fauske,Fau5,Fau5GB,GB,B,2.11,NA,No lichen in the plot
2022,Fauske,Fau5,Fau5GB,GB,F,14.09,leftover,No lichen in the plot
2022,Fauske,Fau5,Fau5GB,GB,G,2.45,NA,No lichen in the plot
2022,Fauske,Fau1,Fau1C,C,B,9.68,NA,No lichen in the plot
2022,Fauske,Fau1,Fau1C,C,F,11.51,NA,No lichen in the plot
2022,Fauske,Fau1,Fau1C,C,G,9.11,NA,No lichen in the plot
2022,Fauske,Fau2,Fau2C,C,B,0.95,NA,No lichen in the plot
2022,Fauske,Fau2,Fau2C,C,F,17.4,NA,No lichen in the plot
2022,Fauske,Fau2,Fau2C,C,G,13.67,NA,No lichen in the plot
2022,Fauske,Fau4,Fau4C,C,B,3.75,NA,No lichen in the plot
2022,Fauske,Fau4,Fau4C,C,F,12.43,NA,No lichen in the plot
2022,Fauske,Fau4,Fau4C,C,G,9.8,NA,No lichen in the plot
2022,Fauske,Fau5,Fau5C,C,B,8.58,NA,No lichen in the plot
2022,Fauske,Fau5,Fau5C,C,F,13.27,NA,No lichen in the plot
