year,siteID,blockID,plotID,removal,treatment,total_graminoids,total_forbs,total_bryophytes,vegetation_height,moss_height,litter,species,cover,functional_group,sumcover,recorder,turfID
2018,Gudmedalen,Gud13,Gud13B,post,B,30,80,NA,48.125,NA,5,Ant.odo,2,graminoid,34,FJ,NA
2018,Gudmedalen,Gud13,Gud13F,post,F,75,NA,27,67.25,8,6,Ant.odo,1,graminoid,78,Sherry,NA
2018,Ulvehaugen,Ulv2,Ulv2C,post,C,45,50,1.5,78.75,0,12,Ant.odo,4,graminoid,40,FJ,NA
2018,Skjelingahaugen,Skj1,Skj1C,post,C,68,45,25,62.5,9,8,Ant.odo,4,graminoid,63,NA,NA
2018,Skjelingahaugen,Skj2,Skj2C,post,C,38,60,42.5,53.75,14.25,5,Ant.odo,5,graminoid,31,NA,NA
2018,Skjelingahaugen,Skj3,Skj3C,post,C,45,38,62.5,83.75,15.5,15,Ant.odo,18,graminoid,39.42857142857143,NA,NA
2018,Ovstedalen,Ovs1,Ovs1C,post,C,47.5,47.5,12.5,82.5,13.25,10,Ant.odo,12,graminoid,28,FJ,NA
2018,Ovstedalen,Ovs2,Ovs2C,post,C,45,40,72.5,88.75,21.75,10,Ant.odo,5,graminoid,35,SB/FJ,NA
2018,Ovstedalen,Ovs3,Ovs3C,post,C,55,20,35,96.5,13.5,20,Ant.odo,3,graminoid,32,SB/FJ,NA
2018,Rambera,Ram4,Ram4FB,post,FB,42,NA,NA,95,NA,88,Ant.odo,26,graminoid,40,FJ,NA
2018,Rambera,Ram5,Ram5F,post,F,50,NA,84,75.5,28.125,20,Ant.odo,10,graminoid,48,FJ,NA
2018,Rambera,Ram5,Ram5FB,post,FB,20,NA,NA,49.375,NA,NA,Ant.odo,8,graminoid,20,FJ,NA
2018,Rambera,Ram5,Ram5B,post,B,45,43,NA,62.5,NA,28,Ant.odo,25,graminoid,42,FJ,NA
2018,Rambera,Ram4,Ram4F,post,F,20,NA,79,71,18.25,10,Ant.odo,8,graminoid,19,FJ,NA
2018,Rambera,Ram4,Ram4C,post,C,40,26,82.5,87.5,15.5,40,Ant.odo,6,graminoid,28,FJ,NA
2018,Rambera,Ram4,Ram4B,post,B,36,17.5,NA,76.25,NA,75,Ant.odo,36,graminoid,37,SB,NA
2018,Gudmedalen,Gud15,Gud15FB,post,FB,41.5,NA,NA,37.5,NA,NA,Ant.odo,6.5,graminoid,50,Sherry,NA
2018,Gudmedalen,Gud15,Gud15C,post,C,35,58,47.5,48.375,6.625,10,Ant.odo,2,graminoid,28,FJ,NA
2018,Gudmedalen,Gud13,Gud13C,post,C,40,80,NA,75.625,2.75,10,Ant.odo,20,graminoid,54,FJ,NA
2018,Gudmedalen,Gud12,Gud12F,post,F,50,NA,4,38,3.25,6,Ant.odo,2,graminoid,43,SB/SY,NA
2018,Gudmedalen,Gud15,Gud15B,post,B,30,30,NA,27.125,NA,28,Ant.odo,2,graminoid,28,FJ,NA
2018,Arhelleren,Arh3,Arh3FB,post,FB,28,NA,NA,75.625,NA,85,Ant.odo,10,graminoid,25,FJ,NA
2018,Arhelleren,Arh1,Arh1F,post,F,25,NA,30,88.75,27.75,30,Ant.odo,9,graminoid,19,FJ,NA
2018,Arhelleren,Arh1,Arh1FB,post,FB,55,NA,NA,128.5,NA,35,Ant.odo,8,graminoid,60,FJ,NA
2018,Arhelleren,Arh1,Arh1B,post,B,40,65,NA,147.375,NA,30,Ant.odo,6,graminoid,23,FJ,NA
2018,Arhelleren,Arh3,Arh3B,post,B,18,55,NA,102.5,NA,77,Ant.odo,5,graminoid,18,FJ,NA
2018,Arhelleren,Arh3,Arh3F,post,F,17.5,NA,80,51.25,24,10,Ant.odo,4,graminoid,65,NA,NA
2018,Fauske,Fau1,Fau1F,post,F,7,NA,32.5,117.5,16,25,Ant.odo,1,graminoid,7,SB/FJ,NA
2018,Vikesland,Vik5,Vik5C,post,C,10,12,65,41.25,27.5,5,Ant.odo,3,graminoid,13,FJ,NA
2018,Arhelleren,Arh4,Arh4C,post,C,38,65,12.5,98.75,2.75,50,Ant.odo,10,graminoid,23,FJ,NA
2018,Arhelleren,Arh1,Arh1C,post,C,40,50,67.5,108.75,14.25,NA,Ant.odo,8,graminoid,18,FJ,NA
2018,Rambera,Ram6,Ram6FB,post,FB,20,NA,NA,58.625,NA,80,Ant.odo,16,graminoid,20,SB,NA
2018,Rambera,Ram5,Ram5C,post,C,35,45,60,79.25,27,28,Ant.odo,7,graminoid,35,FJ,NA
2018,Rambera,Ram8,Ram8FB,post,FB,50,NA,NA,88,NA,50,Ant.odo,12,graminoid,60,FJ,NA
2018,Rambera,Ram8,Ram8F,post,F,37,NA,43,76.375,16.625,35,Ant.odo,7,graminoid,38,FJ,NA
2018,Rambera,Ram8,Ram8B,post,B,16,15,NA,48.75,NA,30,Ant.odo,6,graminoid,19,FJ,NA
2018,Rambera,Ram8,Ram8C,post,C,28,30,71,37.375,9.375,20,Ant.odo,1,graminoid,11,FJ,NA
2018,Rambera,Ram6,Ram6C,post,C,55,15,30,118.75,15.125,20,Ant.odo,20,graminoid,46,FJ,NA
2018,Rambera,Ram6,Ram6F,post,F,20,NA,102.5,96.875,22.5,10,Ant.odo,11,graminoid,23,FJ,NA
2018,Rambera,Ram6,Ram6B,post,B,40,60,NA,125,NA,50,Ant.odo,15,graminoid,35,FJ,NA
2018,Veskre,Ves3,Ves3F,post,F,68,NA,68.5,70.75,18.25,8,Ant.odo,4,graminoid,74,FJ,NA
2018,Veskre,Ves3,Ves3C,post,C,65,45,12.5,91.875,7.625,25,Ant.odo,3,graminoid,69,FJ,NA
2019,Veskre,Ves3,Ves3B,post,B,70,50,NA,79.625,NA,10,Ant.odo,2,graminoid,58,FJ,NA
2019,Veskre,Ves1,Ves1FB,post,FB,90,NA,NA,86.25,NA,8,Ant.odo,5,graminoid,84,FJ,NA
2019,Veskre,Ves4,Ves4FB,post,FB,50,NA,NA,55.625,NA,6,Ant.odo,3,graminoid,47,FJ,NA
2019,Veskre,Ves4,Ves4F,post,F,60,NA,46,84.375,26,5,Ant.odo,1,graminoid,60,FJ,NA
2019,Veskre,Ves2,Ves2FB,post,FB,90,NA,NA,115.625,NA,30,Ant.odo,4,graminoid,99,FJ,NA
2019,Veskre,Ves2,Ves2B,post,B,25,76,NA,121.875,NA,NA,Ant.odo,4,graminoid,27,FJ,NA
2019,Veskre,Ves2,Ves2C,post,C,28,75,51,88.125,27.75,10,Ant.odo,8,graminoid,22,FJ,NA
2019,Alrust,Alr5,Alr5B,post,B,20,70,NA,139.375,6.25,15,Ant.odo,5,graminoid,17,FJ,NA
2019,Alrust,Alr5,Alr5FB,post,FB,20,NA,NA,82.5,NA,30,Ant.odo,1,graminoid,21,FJ,NA
2019,Alrust,Alr5,Alr5F,post,F,20,NA,40,78,6.25,3,Ant.odo,2,graminoid,23,JL,NA
2019,Alrust,Alr5,Alr5C,post,C,30,75,1,140.75,3.25,1,Ant.odo,4,graminoid,29,JL/FJ,NA
2019,Alrust,Alr1,Alr1FB,post,FB,100,NA,NA,123.125,NA,38,Ant.odo,8,graminoid,100,FJ,NA
2019,Alrust,Alr1,Alr1F,post,F,90,NA,2,93.75,0.25,20,Ant.odo,8,graminoid,68,FJ,NA
2019,Alrust,Alr3,Alr3F,post,F,15,NA,55,59.375,12.25,10,Ant.odo,10,graminoid,16,FJ/JL,NA
2019,Alrust,Alr1,Alr1B,post,B,25,40,NA,98.75,NA,12,Ant.odo,4,graminoid,26,FJ,NA
2019,Fauske,Fau4,Fau4FB,post,FB,30,NA,NA,93.75,NA,68,Ant.odo,7,graminoid,31,JL,NA
2019,Skjelingahaugen,Skj3,Skj3FB,post,FB,70,NA,NA,58.75,NA,16,Ant.odo,2,graminoid,69,FJ,NA
2019,Skjelingahaugen,Skj3,Skj3B,post,B,40,60,NA,32.5,37.5,7,Ant.odo,3,graminoid,40,FJ,NA
2019,Skjelingahaugen,Skj3,Skj3F,post,F,90,NA,51,56.25,8.875,10,Ant.odo,7,graminoid,90,FJ,NA
2019,Skjelingahaugen,Skj2,Skj2FB,post,FB,85,NA,NA,68.75,NA,20,Ant.odo,7,graminoid,90,FJ,NA
2019,Skjelingahaugen,Skj2,Skj2F,post,F,55,NA,30,46.875,9.75,10,Ant.odo,5,graminoid,61,FJ,NA
2019,Skjelingahaugen,Skj2,Skj2B,post,B,70,38,NA,89.375,NA,10,Ant.odo,6,graminoid,77,FJ,NA
2019,Skjelingahaugen,Skj1,Skj1B,post,B,55,50,NA,61.25,NA,16,Ant.odo,1,graminoid,36,FJ,NA
2019,Skjelingahaugen,Skj1,Skj1FB,post,FB,80,NA,NA,61.375,NA,25,Ant.odo,2,graminoid,65,FJ,NA
2019,Skjelingahaugen,Skj4,Skj4F,post,F,35,NA,58,43.75,18,12,Ant.odo,3,graminoid,39,FJ,NA
2019,Skjelingahaugen,Skj4,Skj4FB,post,FB,60,NA,NA,38,NA,10,Ant.odo,12,graminoid,58,FJ,NA
2019,Skjelingahaugen,Skj4,Skj4C,post,C,45,70,15,47.5,12.5,NA,Ant.odo,2.6,graminoid,53.300000000000004,Siri,251 TTC
2019,Skjelingahaugen,Skj4,Skj4B,post,B,45,50,NA,45,NA,15,Ant.odo,2,graminoid,56,FJ,NA
2019,Skjelingahaugen,Skj1,Skj1F,post,F,65,NA,26,47.75,5.875,8,Ant.odo,3,graminoid,58,FJ,NA
2019,Ulvehaugen,Ulv2,Ulv2FB,post,FB,70,NA,NA,90.375,NA,50,Ant.odo,3,graminoid,31,FJ,NA
2019,Ulvehaugen,Ulv1,Ulv1F,post,F,25,NA,88,47.5,14,10,Ant.odo,3,graminoid,26,FJ,NA
2019,Ulvehaugen,Ulv1,Ulv1B,post,B,15,92,NA,81.875,NA,6,Ant.odo,2,graminoid,17,FJ,NA
2019,Ulvehaugen,Ulv4,Ulv4C,post,C,50,66,4,93.125,0.75,6,Ant.odo,4,graminoid,29,FJ,NA
2019,Ulvehaugen,Ulv4,Ulv4F,post,F,30,NA,50,43.875,2.25,40,Ant.odo,10,graminoid,30,FJ,NA
2019,Ulvehaugen,Ulv1,Ulv1C,post,C,40,16,35,52.5,4.375,30,Ant.odo,2,graminoid,39,FJ,NA
2019,Ulvehaugen,Ulv3,Ulv3F,post,F,50,NA,8,48.2727272727273,0.857142857142857,25,Ant.odo,4,graminoid,51,NA,NA
2019,Ulvehaugen,Ulv3,Ulv3FB,post,FB,60,NA,NA,55.7272727272727,NA,68,Ant.odo,5,graminoid,73,FJ,NA
2019,Ulvehaugen,Ulv3,Ulv3B,post,B,27,58,NA,60,NA,20,Ant.odo,5,graminoid,27,FJ,NA
2019,Ulvehaugen,Ulv4,Ulv4FB,post,FB,26,NA,NA,38.5,NA,42,Ant.odo,6,graminoid,25,FJ,NA
2019,Ulvehaugen,Ulv4,Ulv4B,post,B,55,40,NA,58.75,NA,20,Ant.odo,1,graminoid,37.54545454545455,FJ,NA
2019,Hogsete,Hog4,Hog4F,post,F,95,NA,70,121.25,61.875,5,Ant.odo,10,graminoid,99,FJ,NA
2019,Hogsete,Hog4,Hog4C,post,C,80,22,50,130.125,36.375,5,Ant.odo,35,graminoid,92,FJ,NA
2019,Hogsete,Hog4,Hog4B,post,B,90,25,NA,140.375,NA,12,Ant.odo,20,graminoid,104,FJ,NA
2019,Hogsete,Hog2,Hog2F,post,F,76,NA,60,102.5,19.375,2,Ant.odo,16,graminoid,59,FJ,NA
2019,Hogsete,Hog1,Hog1C,post,C,35,60,84,75,47,NA,Ant.odo,10,graminoid,16,Aud,101 TTC
2019,Hogsete,Hog1,Hog1F,post,F,35,NA,98,103.75,45,1,Ant.odo,25,graminoid,36,FJ,NA
2019,Hogsete,Hog1,Hog1B,post,B,50,60,NA,119.5,NA,2,Ant.odo,20,graminoid,44,FJ,NA
2019,Hogsete,Hog3,Hog3B,post,B,85,25,NA,122.5,NA,2,Ant.odo,8,graminoid,86,FJ,NA
2019,Hogsete,Hog3,Hog3C,post,C,45,60,75,90,40,NA,Ant.odo,10,graminoid,48,Aud,115 TTC
2019,Hogsete,Hog1,Hog1FB,post,FB,90,NA,NA,107.5,NA,20,Ant.odo,8,graminoid,93,FJ,NA
2019,Hogsete,Hog4,Hog4FB,post,FB,100,NA,NA,173.75,NA,12,Ant.odo,90,graminoid,115,FJ,NA
2019,Hogsete,Hog3,Hog3F,post,F,98,NA,90,131.875,42.25,4,Ant.odo,10,graminoid,105,FJ,NA
2019,Hogsete,Hog2,Hog2B,post,B,60,40,NA,165.625,NA,10,Ant.odo,18,graminoid,61,FJ,NA
2019,Hogsete,Hog2,Hog2FB,post,FB,100,NA,NA,106.25,98.75,1,Ant.odo,20,graminoid,100,FJ,NA
2019,Vikesland,Vik3,Vik3F,post,F,25,NA,90,79.625,31.75,1,Ant.odo,1,graminoid,26,JL,NA
2019,Vikesland,Vik2,Vik2FB,post,FB,95,NA,NA,104.25,NA,1,Ant.odo,20,graminoid,98,JL,NA
2019,Vikesland,Vik2,Vik2F,post,F,98,NA,85,150.375,33.125,1,Ant.odo,5,graminoid,98,Aud/JH,NA
2019,Vikesland,Vik4,Vik4C,post,C,30,30,35,68,12,NA,Ant.odo,2,graminoid,22,Vigdis,141 TTC
2019,Vikesland,Vik5,Vik5F,post,F,45,NA,90,58,36.1111111111111,10,Ant.odo,40,graminoid,50,Aud,NA
2019,Vikesland,Vik2,Vik2C,post,C,75,20,2,110,15,NA,Ant.odo,3,graminoid,7,Madeleine,134 TTC
2019,Vikesland,Vik4,Vik4FB,post,FB,90,NA,NA,101.25,NA,NA,Ant.odo,20,graminoid,96,DE,NA
2019,Vikesland,Vik4,Vik4B,post,B,40,45,NA,114.875,NA,3,Ant.odo,10,graminoid,40,DE,NA
2019,Vikesland,Vik4,Vik4F,post,F,44,NA,NA,131,35.0833333333333,NA,Ant.odo,13.785714285714286,graminoid,57.785714285714285,Aud/JH,NA
2019,Vikesland,Vik3,Vik3C,post,C,15,85,4,105,15,NA,Ant.odo,5,graminoid,9,Madeleine,140 TTC
2019,Vikesland,Vik3,Vik3FB,post,FB,50,NA,NA,31.25,NA,15,Ant.odo,25,graminoid,59,W,NA
2019,Vikesland,Vik3,Vik3B,post,B,65,20,NA,42,NA,15,Ant.odo,10,graminoid,62,W,NA
2019,Vikesland,Vik5,Vik5B,post,B,80,12,NA,100,NA,NA,Ant.odo,15,graminoid,84,JL,NA
2019,Vikesland,Vik5,Vik5FB,post,FB,90,NA,NA,147.75,NA,2,Ant.odo,35,graminoid,93,DE,NA
2019,Lavisdalen,Lav3,Lav3B,post,B,10,75,NA,46.625,NA,NA,Ant.odo,2,graminoid,10,Siri,NA
2019,Lavisdalen,Lav4,Lav4F,post,F,20,NA,NA,38.75,22,NA,Ant.odo,1,graminoid,20,Siri,NA
2019,Lavisdalen,Lav4,Lav4C,post,C,15,50,NA,37.5,13.625,NA,Ant.odo,1,graminoid,17,Siri,NA
2019,Lavisdalen,Lav4,Lav4FB,post,FB,NA,NA,NA,29,NA,NA,Ant.odo,4,graminoid,27,Eva LE,NA
2019,Lavisdalen,Lav2,Lav2B,post,B,12,75,NA,35.625,NA,5,Ant.odo,3,graminoid,13,FJ,NA
2019,Lavisdalen,Lav1,Lav1C,post,C,5,70,NA,53.75,40,NA,Ant.odo,1,graminoid,8,Siri,NA
2019,Lavisdalen,Lav1,Lav1B,post,B,5,80,NA,60.375,NA,NA,Ant.odo,1,graminoid,11,Siri,NA
2019,Lavisdalen,Lav1,Lav1FB,post,FB,70,NA,NA,57.125,6.5,NA,Ant.odo,4,graminoid,71,Siri,NA
2019,Lavisdalen,Lav3,Lav3FB,post,FB,40,NA,NA,39,NA,NA,Ant.odo,3,graminoid,43,Siri,NA
2019,Ovstedalen,Ovs4,Ovs4C,post,C,35,55,85,91.5,21.3333333333333,2,Ant.odo,6,graminoid,37,FJ,NA
2019,Ovstedalen,Ovs4,Ovs4FB,post,FB,85,NA,NA,147.25,NA,1,Ant.odo,2,graminoid,97,JL,NA
2019,Ovstedalen,Ovs3,Ovs3FB,post,FB,90,NA,NA,141.25,NA,40,Ant.odo,10,graminoid,100,DE,NA
2019,Ovstedalen,Ovs3,Ovs3F,post,F,45,NA,90,79.5,21.375,2,Ant.odo,8,graminoid,34,DE,NA
2019,Ovstedalen,Ovs3,Ovs3B,post,B,35,75,NA,106.25,NA,5,Ant.odo,1,graminoid,42,FJ,NA
2019,Ovstedalen,Ovs2,Ovs2F,post,F,55,NA,60,96.5,20.375,1,Ant.odo,5.333333333333333,graminoid,64.40476190476191,JL,NA
2019,Ovstedalen,Ovs2,Ovs2FB,post,FB,22,NA,NA,96.875,NA,NA,Ant.odo,2,graminoid,22,FJ,NA
2019,Ovstedalen,Ovs2,Ovs2B,post,B,35,60,NA,156.125,NA,NA,Ant.odo,5.333333333333333,graminoid,50.333333333333336,JL,NA
2019,Ovstedalen,Ovs4,Ovs4F,post,F,55,NA,NA,145.625,11.875,NA,Ant.odo,5,graminoid,72,JL,NA
2019,Ovstedalen,Ovs1,Ovs1FB,post,FB,60,NA,NA,90,NA,36,Ant.odo,20,graminoid,65,DE,NA
2019,Ovstedalen,Ovs1,Ovs1F,post,F,50,NA,95,78.125,23.125,5,Ant.odo,4,graminoid,37,JL/FJ,NA
2019,Arhelleren,Arh2,Arh2B,post,B,25,80,NA,139.375,25,20,Ant.odo,10,graminoid,38,FJ,NA
2019,Arhelleren,Arh4,Arh4F,post,F,55,NA,45,173.625,18.625,2,Ant.odo,40,graminoid,55,JL,NA
2019,Arhelleren,Arh4,Arh4FB,post,FB,50,NA,NA,156.25,NA,3,Ant.odo,35,graminoid,50,JL,NA
2019,Arhelleren,Arh4,Arh4B,post,B,40,55,NA,134.375,NA,16,Ant.odo,12,graminoid,25,FJ,NA
2019,Arhelleren,Arh2,Arh2C,post,C,60,48,60,125.625,6.75,5,Ant.odo,7,graminoid,69,FJ,NA
2019,Arhelleren,Arh2,Arh2FB,post,FB,70,NA,NA,130.875,NA,NA,Ant.odo,15,graminoid,72,JL,NA
2019,Gudmedalen,Gud5,Gud5FB,post,FB,68,NA,NA,38.125,NA,12,Ant.odo,6,graminoid,57,FJ,NA
2019,Gudmedalen,Gud5,Gud5F,post,F,10,NA,13,31.875,4.875,30,Ant.odo,1,graminoid,11,FJ,NA
2019,Ulvehaugen,Ulv3,Ulv3C,post,C,10,75,2,35,5,NA,Ant.odo,3,graminoid,26,Kari,11 TTC
2019,Ulvehaugen,Ulv2,Ulv2C,post,C,46,70,NA,47.5,7.25,NA,Ant.odo,5,graminoid,35,Vigdis,6 TTC
2019,Skjelingahaugen,Skj1,Skj1C,post,C,60,50,30,37.5,5,NA,Ant.odo,1,graminoid,56,Kari,236 TTC
2019,Skjelingahaugen,Skj2,Skj2C,post,C,40,70,60,37.5,20,NA,Ant.odo,3,graminoid,32,Kari,243 TTC
2019,Skjelingahaugen,Skj3,Skj3C,post,C,75,35,60,60,10,NA,Ant.odo,5,graminoid,36,Kari,246 TTC
2019,Ovstedalen,Ovs1,Ovs1C,post,C,80,5,15,55,13,NA,Ant.odo,2,graminoid,12,Madeleine,286 TTC
2019,Ovstedalen,Ovs2,Ovs2C,post,C,65,25,50,123,40,NA,Ant.odo,3,graminoid,27,Kari,291 TTC
2019,Ovstedalen,Ovs3,Ovs3C,post,C,28,28,90,148,27,NA,Ant.odo,1,graminoid,43,Vigdis,297 TTC
2019,Rambera,Ram4,Ram4FB,post,FB,98,NA,NA,95,NA,20,Ant.odo,75,graminoid,108,FJ,NA
2019,Rambera,Ram5,Ram5F,post,F,70,NA,70,75.5,28.125,1,Ant.odo,40,graminoid,63,FJ,NA
2019,Rambera,Ram5,Ram5FB,post,FB,55,NA,NA,49.375,NA,20,Ant.odo,30,graminoid,57,FJ,NA
2019,Rambera,Ram5,Ram5B,post,B,50,35,NA,62.5,NA,15,Ant.odo,29.959375,graminoid,45.959375,FJ,NA
2019,Rambera,Ram4,Ram4F,post,F,50,NA,72,71,18.25,5,Ant.odo,36,graminoid,55,FJ,NA
2019,Rambera,Ram4,Ram4C,post,C,70,38,75,87.5,40,NA,Ant.odo,9,graminoid,36,Kari,194 TTC
2019,Rambera,Ram4,Ram4B,post,B,90,15,NA,76.25,NA,6,Ant.odo,70,graminoid,91,FJ,NA
2019,Gudmedalen,Gud15,Gud15FB,post,FB,38,NA,NA,37.5,NA,25,Ant.odo,6,graminoid,30,FJ,NA
2019,Gudmedalen,Gud13,Gud13C,post,C,20,40,6,75.625,2.75,3,Ant.odo,2,graminoid,35,FJ,NA
2019,Gudmedalen,Gud12,Gud12F,post,F,55,NA,41,38,3.25,6,Ant.odo,2,graminoid,65,FJ,NA
2019,Arhelleren,Arh3,Arh3FB,post,FB,40,NA,NA,75.625,NA,55,Ant.odo,30,graminoid,44,FJ,NA
2019,Arhelleren,Arh1,Arh1F,post,F,45,NA,60,88.75,27.75,5,Ant.odo,25,graminoid,45,JL,NA
2019,Arhelleren,Arh1,Arh1FB,post,FB,65,NA,NA,128.5,NA,NA,Ant.odo,10,graminoid,59,JL,NA
2019,Arhelleren,Arh1,Arh1B,post,B,40,45,NA,147.375,NA,8,Ant.odo,15,graminoid,45,JL,NA
2019,Arhelleren,Arh3,Arh3B,post,B,7,70,NA,102.5,NA,25,Ant.odo,3,graminoid,14,FJ,NA
2019,Arhelleren,Arh3,Arh3F,post,F,10,NA,82,51.25,24,12,Ant.odo,3,graminoid,10,FJ,NA
2019,Vikesland,Vik5,Vik5C,post,C,45,10,90,78,30,NA,Ant.odo,2,graminoid,64,Silje,146 TTC
2019,Arhelleren,Arh4,Arh4C,post,C,35,40,0,90,20,NA,Ant.odo,8,graminoid,34,Kari,226 TTC
2019,Arhelleren,Arh1,Arh1C,post,C,20,40,50,115,30,NA,Ant.odo,3,graminoid,14,Madeleine,211 TTC
2019,Rambera,Ram6,Ram6FB,post,FB,18,NA,NA,58.625,NA,5,Ant.odo,8,graminoid,19,FJ,NA
2019,Rambera,Ram5,Ram5C,post,C,50,40,70,62.5,35,NA,Ant.odo,25.35,graminoid,59.150000000000006,Siri,198 TTC
2019,Rambera,Ram8,Ram8FB,post,FB,70,NA,NA,88,NA,12,Ant.odo,15,graminoid,66,FJ,NA
2019,Rambera,Ram8,Ram8F,post,F,80,NA,80,76.375,16.625,4,Ant.odo,20,graminoid,80,FJ,NA
2019,Rambera,Ram8,Ram8B,post,B,60,30,NA,48.75,NA,7,Ant.odo,24,graminoid,50,FJ,NA
2019,Rambera,Ram8,Ram8C,post,C,25,40,58,37.375,9.375,6,Ant.odo,7,graminoid,23,FJ,NA
2019,Rambera,Ram6,Ram6C,post,C,85,30,19,118.75,15.125,2,Ant.odo,28,graminoid,79,FJ,NA
2019,Rambera,Ram6,Ram6GB,post,GB,NA,90,NA,62.25,NA,NA,Ant.odo,50,graminoid,50,FJ,NA
2019,Rambera,Ram6,Ram6F,post,F,62,NA,85,96.875,22.5,NA,Ant.odo,38,graminoid,63,FJ,NA
2019,Rambera,Ram6,Ram6B,post,B,45,60,NA,125,NA,15,Ant.odo,4,graminoid,44,FJ,NA
2019,Veskre,Ves3,Ves3F,post,F,60,NA,60,70.75,18.25,6,Ant.odo,3,graminoid,48,FJ,NA
2018,Skjelingahaugen,Skj4,Skj4G,post,G,NA,41.5,91.5,22.5,11.25,NA,Arc.alp,8,forb,30,Sherry,NA
2018,Skjelingahaugen,Skj4,Skj4GB,post,GB,NA,60,NA,21.875,NA,40,Arc.alp,35,forb,53,Sherry,NA
2019,Rambera,Ram5,Ram5B,post,B,50,35,NA,62.5,NA,15,Arc.alp,25,forb,57.615,FJ,NA
2017,Gudmedalen,Gud15,Gud15G,post,G,NA,50,90,20.75,5.5,5,Arc.uva,1,forb,70,FJ,NA
2015,Lavisdalen,Lav2,Lav2F,pre,F,35,75,100,50,NA,4,Are.sp,4,forb,131,FJ,NA
2015,Lavisdalen,Lav2,Lav2GF,pre,GF,26,58,94,73,NA,4,Are.sp,2,forb,98,FJ,NA
2015,Lavisdalen,Lav2,Lav2FB,pre,FB,20,81,94,61,NA,3,Are.sp,1,forb,104,RG,NA
2015,Lavisdalen,Lav3,Lav3FGB,pre,FGB,22,78,60,18,NA,2,Are.sp,1,forb,106,FJ,NA
2015,Vikesland,Vik2,Vik2F,pre,F,70,50,85,130,NA,7,Are.sp,5,forb,65,FJ,NA
2015,Vikesland,Vik2,Vik2FGB,pre,FGB,52,62,95,105,NA,3,Are.sp,3,forb,62,RG,NA
2016,Lavisdalen,Lav1,Lav1C,post,C,9,65,40,20,38.75,NA,Ast.alp,5,forb,65,EM,NA
2016,Lavisdalen,Lav2,Lav2C,post,C,25.5,41,100,43.75,20,NA,Ast.alp,2,forb,63,RG,NA
2016,Ulvehaugen,Ulv1,Ulv1C,post,C,20,60,20,40,NA,10,Ast.alp,15,forb,51,RG,NA
2016,Ulvehaugen,Ulv4,Ulv4C,post,C,20,65,5,50,NA,10,Ast.alp,1,forb,56,RG,NA
2016,Gudmedalen,Gud13,Gud1XC,post,XC,55,60,10,33.75,NA,15,Ast.alp,8,forb,60,RG,NA
2016,Gudmedalen,Gud13,Gud13C,post,C,25,80,0,75,NA,5,Ast.alp,10,forb,75,RG,NA
2016,Ulvehaugen,Ulv2,Ulv2XC,post,XC,40,65,5,51.25,NA,5,Ast.alp,7.6,forb,58.6,RG,NA
2016,Ulvehaugen,Ulv1,Ulv1XC,post,XC,25,70,10,48.75,NA,20,Ast.alp,6,forb,56,RG,NA
2015,Skjelingahaugen,Skj2,Skj2F,pre,F,45,67,68,25,NA,10,Ast.alp,2,forb,76.57142857142857,FJ,NA
2015,Lavisdalen,Lav1,Lav1C,pre,C,8,60,100,68,NA,1,Ast.alp,9,forb,101.90322580645162,FJ,NA
2015,Lavisdalen,Lav1,Lav1F,pre,F,17,95,52,37,NA,1,Ast.alp,2,forb,133,RG,NA
2015,Lavisdalen,Lav1,Lav1GB,pre,GB,28,75,80,47,NA,1,Ast.alp,8,forb,92,RG,NA
2015,Lavisdalen,Lav2,Lav2C,pre,C,31,67,95,28,NA,3,Ast.alp,4.8,forb,52.8,RG,NA
2015,Lavisdalen,Lav3,Lav3B,pre,B,24,52,84,22,NA,3,Ast.alp,1,forb,81,RG,NA
2015,Lavisdalen,Lav4,Lav4GB,pre,GB,24,60,90,35,NA,3,Ast.alp,4,forb,63,RG,NA
2015,Ulvehaugen,Ulv1,Ulv1G,pre,G,50,70,50,15,NA,10,Ast.alp,20,forb,79,FJ,NA
2015,Ulvehaugen,Ulv1,Ulv1B,pre,B,35,76,18,40,NA,5,Ast.alp,2,forb,128.37441520467837,FJ,NA
2015,Ulvehaugen,Ulv1,Ulv1GF,pre,GF,70,48,30,40,NA,15,Ast.alp,7,forb,57,FJ,NA
2015,Ulvehaugen,Ulv1,Ulv1FB,pre,FB,47,90,15,35,NA,1,Ast.alp,2,forb,45,RG,NA
2015,Ulvehaugen,Ulv1,Ulv1GB,pre,GB,40,95,20,35,NA,2,Ast.alp,5,forb,59,RG,NA
2015,Ulvehaugen,Ulv1,Ulv1FGB,pre,FGB,32,60,25,40,NA,NA,Ast.alp,11,forb,45,RG,NA
2015,Ulvehaugen,Ulv1,Ulv1C,pre,C,17,75,70,19,NA,2,Ast.alp,19,forb,64,RG,NA
2015,Ulvehaugen,Ulv2,Ulv2G,pre,G,68,60,70,48,NA,2,Ast.alp,6,forb,70,RG,NA
2015,Ulvehaugen,Ulv2,Ulv2B,pre,B,40,65,20,42,NA,2,Ast.alp,2,forb,49,RG,NA
2015,Ulvehaugen,Ulv2,Ulv2FB,pre,FB,75,55,95,47,NA,20,Ast.alp,2,forb,62,FJ,NA
2015,Ulvehaugen,Ulv2,Ulv2GB,pre,GB,68,45,38,35,NA,20,Ast.alp,1,forb,56,FJ,NA
